,Gyr_x rads,gr_x (deg),0 index timestamp,gy_r offset,Gyro offset,Timestamp offset
56879,0.046597,2.669811438,45258,-4.185627376,,
56908,0.073377,4.204192413,45287,-2.651246401,,
56937,0.07804,4.471362633,45316,-2.384076181,,
56965,0.09536,5.463725534,45344,-1.39171328,,
56994,0.10855,6.219456866,45373,-0.635981948,,
57023,0.116411,6.669858989,45402,-0.185579825,,
57052,0.131732,7.547687627,45431,0.692248813,,
57066,0.146521,8.39503491,45445,1.539596096,,
57095,0.157712,9.036231979,45474,2.180793164,,
57124,0.161176,9.234704559,45503,2.379265745,,
57153,0.173434,9.937036224,45532,3.08159741,,
57182,0.214602,12.29578888,45561,5.440350061,,
57210,0.171702,9.837799934,45589,2.98236112,,
57239,0.169303,9.700347359,45618,2.844908545,,
57267,0.173833,9.95989724,45646,3.104458426,,
57296,0.156247,8.952293662,45675,2.096854847,,
57325,0.138127,7.914094137,45704,1.058655323,,
57354,0.138527,7.937012449,45733,1.081573634,,
57382,0.123339,7.066804149,45761,0.211365335,,
57411,0.102821,5.891209345,45790,-0.964229469,,
57440,0.093095,5.333950594,45819,-1.52148822,,
57468,0.095094,5.448484857,45847,-1.406953957,,
57483,0.085901,4.921764756,45862,-1.933674058,,
57511,0.072977,4.181274102,45890,-2.674164713,,
57540,0.068048,3.898863204,45919,-2.95657561,,
57568,0.083636,4.791989815,45947,-2.063448999,,
57597,0.084169,4.822528466,45976,-2.032910348,,
57626,0.084702,4.853067116,46005,-2.002371698,,
57655,0.099357,5.692736765,46034,-1.162702049,,
57684,0.113879,6.524786075,46063,-0.330652739,,
57713,0.12134,6.952269886,46092,0.096831072,,
57742,0.131732,7.547687627,46121,0.692248813,,
57771,0.156247,8.952293662,46150,2.096854847,,
57799,0.157579,9.02861164,46178,2.173172826,,
57828,0.157179,9.005693328,46207,2.150254514,,
57843,0.164241,9.410316123,46222,2.554877309,,
57871,0.177431,10.16604745,46250,3.310608641,,
57900,0.166639,9.547711402,46279,2.692272588,,
57928,0.161576,9.257622871,46307,2.402184056,,
57957,0.162642,9.318700172,46336,2.463261357,,
57985,0.161443,9.250002532,46364,2.394563718,,
58014,0.139726,8.005710088,46393,1.150271274,,
58028,0.134663,7.715621557,46407,0.860182742,,
58057,0.121207,6.944649547,46436,0.089210733,,
58086,0.119209,6.83017258,46465,-0.025266234,,
58114,0.100556,5.761434405,46493,-1.09400441,,
58143,0.087633,5.021001046,46522,-1.834437768,,
58172,0.089098,5.104939363,46551,-1.750499451,,
58201,0.082037,4.700373864,46580,-2.15506495,,
58215,0.075509,4.326347015,46594,-2.529091799,,
58244,0.076175,4.364506004,46623,-2.49093281,,
58272,0.09163,5.250012277,46651,-1.605426537,,
58301,0.088432,5.066780374,46680,-1.78865844,,
58330,0.094561,5.417946207,46709,-1.437492608,,
58359,0.109749,6.288154506,46738,-0.567284308,,
58388,0.121074,6.937029209,46767,0.081590395,,
58417,0.127735,7.318676396,46796,0.463237582,,
58446,0.138127,7.914094137,46825,1.058655323,,
58474,0.161443,9.250002532,46853,2.394563718,,
58503,0.153849,8.814898382,46882,1.959459568,,
58532,0.158245,9.066770629,46911,2.211331815,,
58561,0.1737,9.952276901,46940,3.096838087,,
58589,0.162242,9.29578186,46968,2.440343046,,
58618,0.154914,8.875918387,46997,2.020479573,,
58647,0.155714,8.921755011,47026,2.066316197,,
58675,0.151717,8.69274378,47054,1.837304966,,
58704,0.133597,7.654544256,47083,0.799105441,,
58733,0.118676,6.799633929,47112,-0.055804885,,
58761,0.083236,4.769071504,47140,-2.086367311,,
58790,0.145322,8.32633727,47169,1.470898456,,
58804,0.096692,5.540043513,47183,-1.315395302,,
58833,0.090431,5.181314637,47212,-1.674124177,,
58862,0.0871,4.990462396,47241,-1.864976419,,
58890,0.092029,5.272873293,47269,-1.582565521,,
58919,0.081637,4.677455552,47298,-2.177983262,,
58948,0.081771,4.685133187,47327,-2.170305628,,
58976,0.100423,5.753814066,47355,-1.101624748,,
59005,0.105752,6.059143275,47384,-0.796295539,,
59034,0.101888,5.837752383,47413,-1.017686431,,
59049,0.107218,6.143138888,47428,-0.712299926,,
59077,0.132798,7.608764928,47456,0.753326114,,
59106,0.133597,7.654544256,47485,0.799105441,,
59135,0.136928,7.845396497,47514,0.989957683,,
59163,0.158378,9.074390968,47542,2.218952153,,
59192,0.16011,9.173627258,47571,2.318188444,,
59221,0.155714,8.921755011,47600,2.066316197,,
59250,0.160244,9.181304892,47629,2.325866078,,
59278,0.169037,9.685106682,47657,2.829667867,,
59307,0.152516,8.738523108,47686,1.883084294,,
59336,0.144789,8.29579862,47715,1.440359806,,
59350,0.13866,7.944632787,47729,1.089193973,,
59379,0.115078,6.593483715,47758,-0.261955099,,
59407,0.124804,7.150742466,47786,0.295303652,,
59436,0.114812,6.578243037,47815,-0.277195777,,
59465,0.106951,6.127840915,47844,-0.7275979,,
59493,0.108017,6.188918216,47872,-0.666520599,,
59522,0.089098,5.104939363,47901,-1.750499451,,
59536,0.085101,4.875928132,47915,-1.979510682,,
59565,0.084568,4.845389482,47944,-2.010049332,,
59594,0.100023,5.730895754,47973,-1.12454306,,
59622,0.083236,4.769071504,48001,-2.086367311,,
59651,0.089898,5.150775987,48030,-1.704662828,,
59680,0.105086,6.020984286,48059,-0.834454528,,
59709,0.111081,6.364472484,48088,-0.49096633,,
59737,0.114146,6.540084048,48116,-0.315354766,,
59766,0.127336,7.29581538,48145,0.440376566,,
59795,0.14319,8.204182668,48174,1.348743854,,
59824,0.136662,7.83015582,48203,0.974717006,,
59853,0.146654,8.402655249,48232,1.547216434,,
59881,0.162242,9.29578186,48260,2.440343046,,
59910,0.152916,8.76144142,48289,1.906002606,,
59939,0.153316,8.784359732,48318,1.928920918,,
59954,0.159711,9.150766242,48333,2.295327428,,
59982,0.160377,9.188925231,48361,2.333486417,,
60011,0.142124,8.143105368,48390,1.287666553,,
60040,0.132665,7.601144589,48419,0.745705775,,
60068,0.14359,8.22710098,48447,1.371662166,,
60097,0.130933,7.501908299,48476,0.646469485,,
60126,0.111881,6.410309108,48505,-0.445129707,,
60154,0.102421,5.868291034,48533,-0.987147781,,
60183,0.112947,6.471386409,48562,-0.384052406,,
60197,0.105352,6.036224963,48576,-0.819213851,,
60226,0.089498,5.127857675,48605,-1.727581139,,
60255,0.0863,4.944625772,48634,-1.910813042,,
60283,0.10482,6.005743609,48662,-0.849695206,,
60312,0.093095,5.333950594,48691,-1.52148822,,
60341,0.092829,5.318709916,48720,-1.536728898,,
60370,0.079506,4.555358246,48749,-2.300080568,,
60399,0.146254,8.379736937,48778,1.524298123,,
60428,0.117876,6.753797306,48807,-0.101641508,,
60456,0.129334,7.410292348,48835,0.554853533,,
60485,0.141858,8.12786469,48864,1.272425876,,
60514,0.139993,8.021008061,48893,1.165569247,,
60543,0.143856,8.242341658,48922,1.386902843,,
60572,0.157712,9.036231979,48951,2.180793164,,
60600,0.151717,8.69274378,48979,1.837304966,,
60629,0.144389,8.272880308,49008,1.417441494,,
60658,0.115744,6.631642704,49037,-0.22379611,,
60687,0.153182,8.776682097,49066,1.921243283,,
60716,0.136129,7.799617169,49095,0.944178355,,
60744,0.125337,7.181281117,49123,0.325842303,,
60773,0.127202,7.288137746,49152,0.432698931,,
60802,0.124005,7.104963139,49181,0.249524324,,
60830,0.109349,6.265236194,49209,-0.59020262,,
60859,0.09616,5.509562158,49238,-1.345876656,,
60888,0.106685,6.112600237,49267,-0.742838577,,
60916,0.096559,5.532423174,49295,-1.32301564,,
60945,0.092829,5.318709916,49324,-1.536728898,,
60973,0.093628,5.364489244,49352,-1.49094957,,
61002,0.109616,6.280534167,49381,-0.574904647,,
61031,0.097625,5.593500475,49410,-1.261938339,,
61059,0.110149,6.311072818,49438,-0.544365997,,
61088,0.126137,7.22711774,49467,0.371678926,,
61117,0.120541,6.906490558,49496,0.051051744,,
61145,0.124005,7.104963139,49524,0.249524324,,
61160,0.129601,7.425590321,49539,0.570151506,,
61188,0.150251,8.608748168,49567,1.753309353,,
61217,0.142124,8.143105368,49596,1.287666553,,
61246,0.141858,8.12786469,49625,1.272425876,,
61274,0.14732,8.440814238,49653,1.585375424,,
61303,0.155314,8.898836699,49682,2.043397885,,
