timestamp (python), timestamp (Teensy), Angular pos (deg),Angular position 0 indexed, AGC, Status, Angular Vel (deg),,Angle offset
39.68208528,3441,156.796875,3.603515625,51,103,8.7890625,,
39.69308591,3451,156.796875,3.603515625,51,103,0,,
39.70408726,3462,156.796875,3.603515625,51,103,0,,
39.71408463,3472,156.796875,3.603515625,51,103,0,,
39.72408319,3482,156.796875,3.603515625,51,103,0,,
39.73508787,3493,156.796875,3.603515625,51,103,0,,
39.74508691,3503,156.796875,3.603515625,51,103,0,,
39.75508809,3514,156.8847656,3.69140625,51,103,8.7890625,,
39.7660861,3524,156.8847656,3.69140625,51,103,0,,
39.77608395,3535,156.8847656,3.69140625,51,103,0,,
39.78708601,3545,156.9726563,3.779296875,51,103,8.7890625,,
39.797086,3555,156.9726563,3.779296875,51,103,0,,
39.8080833,3566,157.0605469,3.8671875,51,103,8.7890625,,
39.81808686,3576,157.0605469,3.8671875,51,103,0,,
39.82808328,3587,157.0605469,3.8671875,51,103,0,,
39.83908558,3597,157.1484375,3.955078125,51,103,8.7890625,,
39.8490839,3607,157.1484375,3.955078125,51,103,0,,
39.86008573,3618,157.1484375,3.955078125,51,103,0,,
39.87008548,3628,157.1484375,3.955078125,51,103,0,,
39.88108325,3639,157.1484375,3.955078125,51,103,0,,
39.89108586,3649,157.1484375,3.955078125,51,103,0,,
39.90108323,3660,157.0605469,3.8671875,51,103,-8.7890625,,
39.91208506,3670,157.0605469,3.8671875,51,103,0,,
39.92208457,3680,157.0605469,3.8671875,51,103,0,,
39.93324065,3691,157.0605469,3.8671875,51,103,0,,
39.94370556,3701,156.9726563,3.779296875,51,103,-7.990057,,
39.95370817,3712,156.8847656,3.69140625,51,103,-8.7890625,,
39.96370602,3722,156.8847656,3.69140625,51,103,0,,
39.97470593,3733,156.796875,3.603515625,51,103,-8.7890625,,
39.98470712,3743,156.796875,3.603515625,51,103,0,,
39.99570632,3753,156.796875,3.603515625,51,103,0,,
40.00570631,3764,156.796875,3.603515625,51,103,0,,
40.01670551,3774,156.796875,3.603515625,51,103,0,,
40.0267055,3785,156.796875,3.603515625,51,103,0,,
40.03670692,3795,156.796875,3.603515625,51,103,0,,
40.04770732,3806,156.796875,3.603515625,51,103,0,,
40.05770922,3816,156.796875,3.603515625,51,103,0,,
40.06870532,3826,156.8847656,3.69140625,51,103,7.990057,,
40.07870746,3837,156.8847656,3.69140625,51,103,0,,
40.08870578,3847,156.8847656,3.69140625,51,103,0,,
40.09970689,3858,156.8847656,3.69140625,51,103,0,,
40.1097064,3868,156.9726563,3.779296875,51,103,7.990057,,
40.12070608,3879,156.9726563,3.779296875,51,103,0,,
40.13070774,3889,156.9726563,3.779296875,51,103,0,,
40.14170551,3899,156.9726563,3.779296875,51,103,0,,
40.15170622,3910,157.0605469,3.8671875,51,103,8.7890625,,
40.16170549,3920,157.0605469,3.8671875,51,103,0,,
40.1727078,3931,157.0605469,3.8671875,51,103,0,,
40.18270659,3941,157.0605469,3.8671875,51,103,0,,
40.19370627,3952,157.0605469,3.8671875,51,103,0,,
40.20370626,3962,157.0605469,3.8671875,51,103,0,,
40.21470571,3972,157.0605469,3.8671875,51,103,0,,
40.2247057,3983,157.0605469,3.8671875,51,103,0,,
40.23470545,3993,157.0605469,3.8671875,51,103,0,,
40.24570584,4004,157.0605469,3.8671875,51,103,0,,
40.25570798,4014,157.0605469,3.8671875,51,103,0,,
40.26670742,4024,157.0605469,3.8671875,51,103,0,,
40.27670717,4035,157.0605469,3.8671875,51,103,0,,
40.28770566,4045,157.0605469,3.8671875,51,103,0,,
40.2977066,4056,157.0605469,3.8671875,51,103,0,,
40.30770516,4066,157.0605469,3.8671875,51,103,0,,
40.31870651,4077,156.9726563,3.779296875,51,103,-8.7890625,,
40.32870793,4087,156.9726563,3.779296875,51,103,0,,
40.33970714,4097,156.9726563,3.779296875,51,103,0,,
40.34970927,4108,156.9726563,3.779296875,51,103,0,,
40.36070585,4118,156.8847656,3.69140625,51,103,-7.990057,,
40.37070775,4129,156.8847656,3.69140625,51,103,0,,
40.38070822,4139,156.8847656,3.69140625,51,103,0,,
40.39170671,4150,156.796875,3.603515625,51,103,-8.7890625,,
40.40170789,4160,156.796875,3.603515625,51,103,0,,
40.41270685,4170,156.796875,3.603515625,51,103,0,,
40.42270565,4181,156.796875,3.603515625,51,103,0,,
40.43270564,4191,156.796875,3.603515625,51,103,0,,
40.44374061,4202,156.796875,3.603515625,51,103,0,,
40.45396686,4212,156.796875,3.603515625,51,103,0,,
40.46396828,4223,156.796875,3.603515625,51,103,0,,
40.47496748,4233,156.796875,3.603515625,51,103,0,,
40.48496819,4243,156.796875,3.603515625,51,103,0,,
40.49596643,4254,156.796875,3.603515625,51,103,0,,
40.50596857,4264,156.796875,3.603515625,51,103,0,,
40.5169692,4275,156.8847656,3.69140625,51,103,8.7890625,,
40.52696967,4285,156.8847656,3.69140625,51,103,0,,
40.53696823,4296,156.9726563,3.779296875,51,103,8.7890625,,
40.5479691,4306,156.9726563,3.779296875,51,103,0,,
40.55896783,4316,157.0605469,3.8671875,51,103,7.990057,,
40.56896806,4327,157.1484375,3.955078125,51,103,8.7890625,,
40.57896686,4337,157.1484375,3.955078125,51,103,0,,
40.58996773,4348,157.2363281,4.04296875,51,103,8.7890625,,
40.59996796,4358,157.3242188,4.130859375,51,103,7.990057,,
40.61096716,4369,157.3242188,4.130859375,51,103,0,,
40.62096882,4379,157.4121094,4.21875,51,103,8.7890625,,
40.63096881,4389,157.4121094,4.21875,51,103,0,,
40.64196706,4400,157.5,4.306640625,51,103,8.7890625,,
40.65196657,4410,157.5,4.306640625,51,103,0,,
40.66296792,4421,157.5,4.306640625,51,103,0,,
40.67296672,4431,157.5878906,4.39453125,51,103,8.7890625,,
40.68296623,4442,157.5878906,4.39453125,51,103,0,,
40.69396567,4452,157.5878906,4.39453125,51,103,0,,
40.70396757,4462,157.6757813,4.482421875,51,103,7.990057,,
40.71496797,4473,157.6757813,4.482421875,51,103,0,,
40.72496724,4483,157.6757813,4.482421875,51,103,0,,
40.73596597,4494,157.6757813,4.482421875,51,103,0,,
40.74597049,4504,157.6757813,4.482421875,51,103,0,,
40.75596619,4514,157.6757813,4.482421875,51,103,0,,
40.7669661,4525,157.6757813,4.482421875,51,103,0,,
40.77696824,4535,157.6757813,4.482421875,51,103,0,,
40.78796887,4546,157.7636719,4.5703125,51,103,8.7890625,,
40.79796863,4556,157.7636719,4.5703125,51,103,0,,
40.80896807,4567,157.7636719,4.5703125,51,103,0,,
40.81896591,4577,157.7636719,4.5703125,51,103,0,,
40.828969,4587,157.7636719,4.5703125,51,103,0,,
40.8399682,4598,157.7636719,4.5703125,51,103,0,,
40.84996605,4608,157.7636719,4.5703125,51,103,0,,
40.86096859,4619,157.7636719,4.5703125,51,103,0,,
40.87096858,4629,157.7636719,4.5703125,51,103,0,,
40.88196611,4640,157.8515625,4.658203125,51,103,8.7890625,,
40.89196801,4650,157.8515625,4.658203125,51,103,0,,
40.90196848,4660,157.8515625,4.658203125,51,103,0,,
40.91296601,4671,157.8515625,4.658203125,51,103,0,,
40.92296576,4681,157.7636719,4.5703125,51,103,-7.990057,,
40.93396711,4692,157.7636719,4.5703125,51,103,0,,
40.94396639,4702,157.8515625,4.658203125,51,103,7.990057,,
40.95470047,4713,157.8515625,4.658203125,51,103,0,,
40.96470118,4723,157.8515625,4.658203125,51,103,0,,
40.97569942,4733,157.8515625,4.658203125,51,103,0,,
40.98569942,4744,157.8515625,4.658203125,51,103,0,,
40.99570179,4754,157.8515625,4.658203125,51,103,0,,
41.00670338,4765,157.9394531,4.74609375,51,103,8.7890625,,
41.01669884,4775,158.0273438,4.833984375,51,103,7.990057,,
41.02770185,4786,158.0273438,4.833984375,51,103,0,,
41.03777242,4796,158.1152344,4.921875,51,103,8.7890625,,
41.04877353,4806,158.1152344,4.921875,51,103,0,,
41.05877423,4817,158.1152344,4.921875,51,103,0,,
41.06877208,4827,158.203125,5.009765625,51,103,7.990057,,
41.079777,4838,158.203125,5.009765625,51,103,0,,
41.08977485,4848,158.203125,5.009765625,51,103,0,,
41.10077477,4859,158.203125,5.009765625,51,103,0,,
41.1107738,4869,158.203125,5.009765625,51,103,0,,
41.12077546,4879,158.203125,5.009765625,51,103,0,,
41.13177586,4890,158.203125,5.009765625,51,103,0,,
41.14177489,4900,158.203125,5.009765625,51,103,0,,
41.15277314,4911,158.2910156,5.09765625,51,103,8.7890625,,
41.16277337,4921,158.2910156,5.09765625,51,103,0,,
41.17377257,4931,158.2910156,5.09765625,51,103,0,,
41.1837728,4942,158.2910156,5.09765625,51,103,0,,
41.19477248,4952,158.2910156,5.09765625,51,103,0,,
41.204772,4963,158.2910156,5.09765625,51,103,0,,
41.21477246,4973,158.2910156,5.09765625,51,103,0,,
41.22577453,4984,158.2910156,5.09765625,49,103,0,,
41.23577332,4994,158.2910156,5.09765625,49,103,0,,
41.24677205,5004,158.3789063,5.185546875,49,103,7.990057,,
41.25677395,5015,158.2910156,5.09765625,49,103,-8.7890625,,
41.26677322,5025,158.3789063,5.185546875,49,103,7.990057,,
41.2777729,5036,158.3789063,5.185546875,49,103,0,,
41.28777218,5046,158.2910156,5.09765625,49,103,-7.990057,,
41.2987721,5057,158.2910156,5.09765625,49,103,0,,
41.30877614,5067,158.2910156,5.09765625,49,103,0,,
41.31977248,5077,158.2910156,5.09765625,49,103,0,,
41.32977295,5088,158.2910156,5.09765625,49,103,0,,
