timestamp (python), timestamp (Teensy), Angular pos (deg), AGC, Status, Angular Vel (deg),Angular Position (zeroed),,,
30.09926486,3596,121.8164063,71,103,-103.8707352,-7.03125,,,
30.109272,3607,120.7617188,71,103,-105.46875,-8.0859375,,,
30.1198585,3617,119.7070313,71,103,-95.8806839,-9.140625,,,
30.1298604,3628,118.7402344,71,103,-96.6796875,-10.10742188,,,
30.14085865,3638,117.9492188,71,103,-71.9105148,-10.8984375,,,
30.15086031,3649,117.1582031,71,103,-79.1015625,-11.68945313,,,
30.16185784,3659,116.4550781,71,103,-70.3125,-12.39257813,,,
30.17186022,3669,115.8398438,71,103,-55.930397,-13.0078125,,,
30.18185806,3680,115.4003906,71,103,-43.9453125,-13.44726563,,,
30.19285798,3690,115.0488281,71,103,-31.960228,-13.79882813,,,
30.20285821,3701,114.7851563,71,103,-26.3671875,-14.0625,,,
30.2138586,3711,114.609375,71,103,-15.980114,-14.23828125,,,
30.2238605,3722,114.609375,71,103,0,-14.23828125,,,
30.23485804,3732,114.7851563,71,103,17.578125,-14.0625,,,
30.24485755,3742,114.9609375,71,103,15.980114,-13.88671875,,,
30.25486064,3753,115.3125,71,103,35.15625,-13.53515625,,,
30.26585793,3763,115.7519531,71,103,39.9502831,-13.09570313,,,
30.27585888,3774,116.2792969,71,103,52.734375,-12.56835938,,,
30.28685808,3784,116.9824219,71,103,63.9204559,-11.86523438,,,
30.29685903,3795,117.7734375,71,103,79.1015625,-11.07421875,,,
30.30785775,3805,118.5644531,71,103,79.1015625,-10.28320313,,,
30.31778049,3815,119.53125,71,103,87.890625,-9.31640625,,,
30.32778287,3826,120.4980469,71,103,96.6796875,-8.349609375,,,
30.33878303,3836,121.5527344,71,103,95.8806839,-7.294921875,,,
30.34878135,3847,122.6953125,71,103,114.2578125,-6.15234375,,,
30.35978198,3857,123.9257813,71,103,111.8607941,-4.921875,,,
30.36985612,3868,125.0683594,71,103,114.2578125,-3.779296875,,,
30.38078165,3878,126.2988281,71,103,123.046875,-2.548828125,,,
30.39078259,3888,127.5292969,71,103,111.8607941,-1.318359375,,,
30.40078497,3899,128.8476563,71,103,131.8359375,0,,,
